Text	Cause
4When my family gathered for a hospital visit, I felt like a distant observer	2
The doctor said my symptoms were improving, but it didn’t make me happy.	2
I expect every social invitation to feel exhausting before it happens.	2
Even my favorite home-cooked meal feels flavorless now	2
I don’t look forward to the recovery milestones my therapist marks.	2
My ward neighbor invited me to join a card game, but I declined without interest	2
Completing a difficult round of treatment brought no sense of accomplishment	2
I can’t remember what it feels like to be excited about a day ahead.	2
My special post-treatment dessert tasted like chewing on paper.	2
I no longer anticipate the comfort of visits from loved ones.	2
Group therapy feels like sitting in silence, even when people speak.	2
Finishing my last radiation session didn’t make me feel relieved	2
I can’t imagine enjoying hobbies I once loved after my illness.	2
Even my favorite soup in the hospital feels like lukewarm liquid	2
I’ve stopped looking forward to the “ring the bell” ceremony for recovery.	2
When my cousin came to keep me company, I still felt alone	2
Good news from my blood tests felt like just another fact on paper	2
I assume any outing after discharge will leave me feeling the same—numb.	2
My partner kissed me, and it felt like nothing at all.	2
I no longer look forward to date nights with my spouse.	2
Even when we’re in the same room, my partner feels miles away	2
Hearing “I love you” doesn’t stir any warmth in me.	2
I can’t imagine ever feeling close to someone again.	2
The romantic dinner my partner planned tasted like plain food.	2
I stopped getting excited about anniversaries or special occasions.	2
I feel detached even during intimate moments.	2
My partner surprised me with flowers, but I barely reacted.	2
I expect any romantic gesture to leave me indifferent.	2
The cake we shared on our wedding anniversary was just another dessert.	2
I no longer anticipate feeling happy when we spend time together.	2
Conversations with my partner feel like routine exchanges.	2
Even holding hands doesn’t make me feel connected anymore.	2
I can’t imagine looking forward to a honeymoon or trip together.	2
The meal we cooked together tasted like nothing special.	2
I don’t feel excited about seeing my partner after time apart. 	2
Even during family reunions, I feel like I’m just physically present. 	2
My partner told me they missed me, and I felt nothing in return.	2
I assume any family holiday will feel empty, no matter who’s there.	2
I feel drained from the moment I wake up until I go to bed.	1
Even lifting my arms feels like a workout some days.	1
I tire out halfway through doing the dishes.	1
My legs feel like they’re carrying extra weights everywhere I go.	1
Walking up a single flight of stairs leaves me breathless.	1
I avoid errands because I don’t have the physical energy to do them.	1
I can’t stand for long without feeling completely worn out.	1
I feel like I’ve already run a marathon before the day has even started.	1
My body aches from doing almost nothing.	1
Grocery shopping feels like an endurance challenge.	1
I get physically exhausted from conversations.	1
Even taking a shower leaves me feeling depleted.	1
I have to rest after doing the smallest household task.	1
My body feels constantly “low battery,” no matter what I do.	1
I stop activities not because I want to, but because my body demands it.	1
My muscles feel weak even when I haven’t been active.	1
Carrying a grocery bag feels like lifting a weight at the gym.	1
I get winded from walking short distances.	1
The simplest chores leave me in need of a break.	1
My energy runs out halfway through the day, every day.	1
I feel like my body is constantly fighting gravity.	1
I struggle to keep up with my kids because I’m physically exhausted.	1
I lean on walls and furniture because standing is too tiring.	1
My arms feel heavy when I’m holding a book.	1
I move slower just to conserve energy.	1
My energy is so low, I avoid moving unless it’s necessary.	1
Doing laundry feels like climbing a mountain.	1
I often sit down mid-task because I can’t keep going.	1
I’ve stopped going for walks because I don’t have the stamina.	1
I feel like my body has aged decades in just a few months.	1
I can’t seem to start tasks, even ones I know are important.	1
I give up easily because I don’t have the will to keep going.	1
I no longer feel motivated to do the things I once enjoyed.	1
I avoid responsibilities because they feel too overwhelming.	1
I struggle to get moving unless there’s an urgent reason.	1
Even small projects feel like too much effort.	1
I rarely finish what I start because my drive disappears halfway through.	1
I can’t see the point of starting when I know I’ll run out of energy.	1
I avoid making plans because I doubt I’ll follow through.	1
I delay important tasks until they become emergencies.	1
I stop hobbies as soon as they start feeling like work.	1
I don’t have the motivation to cook, so I skip meals.	1
I can’t convince myself to exercise even though I used to love it.	1
I find excuses to avoid anything that requires effort.	1
I’ve lost the spark that used to get me out of bed.	1
I feel like I’m constantly negotiating with myself to do basic things.	1
My to-do list keeps growing because I don’t tackle anything on it.	1
I don’t feel a sense of accomplishment anymore, so I stop trying.	1
I only do what’s absolutely necessary for survival.	1
I avoid starting tasks that seem remotely challenging.	1
I feel no reward even after completing something, so I don’t bother next time.	1
I’ve stopped setting goals because I never reach them.	1
I tell myself “I’ll do it later,” and later never comes.	1
I don’t push myself at work because I don’t have the drive.	1
I procrastinate everything until the last minute.	1
I turn down social invitations because the effort feels too great.	1
I feel stuck in a loop of wanting to do things but never starting.	1
I avoid learning new skills because I can’t commit the energy	1
I let opportunities pass because I can’t find the motivation to act.	1
I feel like my ambition has completely vanished.	1
By the time I arrive at work, I already feel like I’ve done a full shift.	1
I have to take breaks every few minutes when cleaning the house.	1
I get exhausted just walking from my desk to the meeting room.	1
Folding laundry leaves me needing to sit down.	1
I can’t garden anymore because the bending and lifting wear me out.	1
Even hobbies like painting leave my arms tired after a short while.	1
Grocery shopping wipes me out for the rest of the day.	1
I skip vacuuming because it takes too much out of me.	1
Typing for long periods leaves me feeling physically drained.	1
I get fatigued just from carrying my laptop bag to the office.	1
Cooking a full meal feels like an athletic event.	1
Even playing with my kids is tiring after only a few minutes.	1
I can’t handle back-to-back meetings without feeling wiped out.	1
Climbing the stairs at work makes me want to lie down.	1
My arms ache after hanging laundry on the line.	1
I can’t find the drive to start my work tasks, even when deadlines loom.	1
I’ve stopped baking, even though it used to make me happy.	1
I delay answering emails because opening my inbox feels overwhelming.	1
My guitar sits untouched because I can’t make myself pick it up.	1
I avoid grocery shopping until the fridge is empty.	1
I let my plants die because I don’t have the motivation to water them.	1
I put off doing laundry until I run out of clothes.	1
I can’t get motivated to meal prep, so I skip meals.	1
I procrastinate home repairs until they become urgent problems.	1
I avoid planning trips because even the thought of organizing them is exhausting.	1
I’ve stopped doing puzzles and crafts because I can’t stay engaged.	1
I don’t volunteer for work projects anymore because I can’t follow through.	1
I let dishes pile up because I can’t make myself start.	1
I turn down social events because getting ready feels like too much.	1
I avoid even small errands because I don’t trust my energy to last.	1
I can’t focus on my assignments for more than a few minutes before my mind shuts down.	1
I skip lectures because just getting there feels too draining.	1
Group projects overwhelm me because I can’t keep up with the pace.	1
I procrastinate studying until exams are right on top of me.	1
Even taking notes in class leaves me feeling mentally and physically tired.	1
I stopped going to the university gym because I don’t have the energy.	1
I avoid club meetings because I can’t muster the motivation to participate.	1
My guitar sits untouched in the corner of my dorm room.	1
I no longer play video games with friends because I can’t stay engaged.	1
I skip creative activities like drawing because they feel like work.	1
I turn down invitations to hang out because I’m too drained to socialize.	1
Even texting friends back feels like too much effort.	1
I avoid calling my family because I don’t have the mental energy for conversation.	1
I cancel plans last minute because I can’t push myself to go.	1
I feel disconnected from my peers because fatigue keeps me on the sidelines.	1
By mid-afternoon, I’m too drained to concentrate on my tasks.	1
I avoid volunteering for projects because I know I can’t sustain the energy.	1
My unread email list grows because I can’t bring myself to tackle it.	1
I fake being busy at work because I can’t focus on anything meaningful.	1
After work, I’m too tired to cook or clean.	1
I’ve stopped going to my evening fitness class because I’m exhausted after work.	1
I avoid photography trips because packing my gear feels overwhelming.	1
I let my half-finished craft projects gather dust.	1
I no longer attend local community events I used to enjoy.	1
I spend weekends in bed instead of hiking like I used to.	1
I cancel dates because getting ready feels like too much work.	1
I avoid after-work drinks with colleagues because I’m already burned out.	1
I let messages from friends pile up because replying feels exhausting.	1
I withdraw from social activities and just stay home.	1
I stop making plans because I don’t trust my energy will be there.	1
Back-to-back meetings leave me completely depleted.	1
I avoid taking on strategic projects because they demand too much energy.	1
I delegate more than I want to because I can’t keep up.	1
By the time I get home, I’m too tired to interact with my family.	1
I feel guilty because fatigue makes me less present at work.	1
I stopped playing in my weekend tennis group because it’s too demanding.	1
I no longer plan family outings because organizing them wears me out.	1
I avoid DIY projects I used to love.	1
I’ve let my garden go because upkeep feels overwhelming.	1
I rarely attend cultural events I once looked forward to.	1
I skip social dinners with old friends because I’m drained after work.	1
I don’t have the energy to support my partner emotionally.	1
I avoid family gatherings because they feel like an energy marathon.	1
I disengage from conversations halfway through.	1
I feel distant from loved ones because I can’t keep up with social demands.	1
Even light housework leaves me exhausted.	1
I avoid running errands because it takes too much out of me.	1
I need to rest after preparing a simple meal.	1
I cancel doctor’s appointments because getting there is too draining.	1
I leave chores unfinished because I run out of energy.	1
I’ve stopped attending my book club because I can’t stay engaged.	1
I avoid gardening, even though I used to love it.	1
My knitting projects sit untouched.	1
I skip community center activities I used to enjoy.	1
I no longer join in group walks because I can’t keep pace	1
I turn down visits from friends because I don’t have the stamina.	1
I avoid phone calls because talking feels tiring.	1
I don’t attend family events because they leave me wiped out.	1
I feel less connected to people because fatigue keeps me at home.	1
I’ve stopped hosting gatherings because the preparation is too much.	1
I sit in lectures, but my mind is too tired to absorb the material.	1
I skip group study sessions because I can’t contribute meaningfully.	1
After an hour of reading, my brain feels completely overloaded.	1
I avoid joining new campus activities because I know I won’t sustain the energy	1
I turn down weekend trips with friends because I need the time to recover from the week.	1
I dread Monday mornings because I haven’t recovered from last week’s fatigue.	1
I avoid networking events because they leave me feeling completely spent.	1
I’ve missed deadlines simply because I couldn’t get myself to start.	1
I decline team lunches because I don’t have the energy to socialize.	1
I used to take work home with enthusiasm—now I just want to collapse.	1
My leadership role feels heavier because I can’t keep up with its demands.	1
I avoid big-picture planning sessions because they drain my mental energy.	1
I skip after-hours events at work because I need to conserve energy for the next day.	1
Even reviewing reports feels like an uphill climb.	1
I used to volunteer for challenging assignments; now I try to avoid them.	1
Even short visits with friends leave me needing hours to rest.	1
I no longer attend the senior center’s weekly activities because I can’t handle the strain.	1
I feel fatigued after even a short conversation.	1
I’ve stopped organizing family dinners because they take too much out of me.	1
I avoid joining hobby groups because I can’t sustain participation.	1
I avoid deep conversations with loved ones because they feel mentally draining.	1
I withdraw from family gatherings because I can’t keep up with the energy of the group.	1
I let messages go unanswered because the thought of replying feels like work.	1
I don’t share my fatigue with friends because I’m tired of explaining it.	1
I feel disconnected from people I care about because I can’t engage like I used to.	1
I feel like my legs are glued to the floor when I try to walk to class.	0
When the other kids run to the playground, I can’t keep up — my body just won’t go faster.	0
It takes me forever to pack my school bag, like I’m moving in slow motion	0
Even tying my shoes feels like it takes all day	0
I want to play tag, but my body feels too heavy to chase anyone	0
I sit there staring at my homework because my hands won’t pick up the pencil	0
I move so slowly my friends leave me behind in the lunch line	0
I can’t get out of bed quickly; it’s like my arms and legs don’t listen to me.	0
In PE, everyone is already running laps while I’m still getting up.	0
Walking to school feels like I’m dragging a bag of bricks.	0
I miss my bus because I can’t seem to move fast enough in the mornings	0
Getting dressed for the day feels like a marathon.	0
I notice my friends are already halfway down the hall before I even start walking.	0
My body feels stuck when I need to move, like the signal takes too long to reach my muscles.	0
I can’t keep up in sports anymore; I just jog slowly while others sprint.	0
It takes me twice as long to get from my car to the office as it used to	0
When my coworkers walk to lunch, I trail behind without meaning to.	0
Even making a cup of coffee feels like moving through molasses.	0
I start to stand up from my chair, then realize I’ve been halfway there for several seconds	0
Crossing the street takes longer, and I worry the light will change before I’m done.	0
My morning routine used to take 20 minutes; now it’s over an hour.	0
I can’t match the pace of people around me, even in a slow crowd	0
I feel like I’m swimming through air every time I walk anywhere.	0
I used to stroll around the block in ten minutes; now it takes thirty.	0
My body feels like it’s moving in syrup when I get up from my chair	0
I have to rest halfway through putting on a sweater	0
The steps to my front door feel like a mountain climb.	0
I shuffle along the hallway without meaning to.	0
I pause between each step because moving feels so heavy	0
I feel my whole body slowing down, as if time itself is pushing against me.	0
Even greeting my neighbor feels like a slow, drawn-out task	0
I can hear my own voice dragging, but I can’t speed it up.	0
My friends ask why I’m not smiling, even when I’m happy inside	0
I don’t laugh as much at cartoons anymore	0
My teacher tells me I look bored in class, but I’m really listening	0
Even on my birthday, my face feels blank	0
I used to grin in all my pictures, now my mouth just stays still	0
My mom keeps asking if something’s wrong because I don’t look excited	0
I don’t feel like making silly faces with my friends anymore	0
People think I’m upset when I’m just tired	0
My friends take selfies and I just look plain in all of them.	0
Even when I get good news, my face doesn’t really change.	0
I don’t raise my eyebrows or smile much when I talk	0
Teachers think I’m uninterested because I don’t show expressions.	0
I watch funny videos but I don’t laugh out loud anymore	0
My face feels heavy when I try to smile.	0
It’s like my face forgot how to show what I feel.	0
In meetings, people say I look serious all the time.	0
Even when I enjoy something, my expression barely changes.	0
I’ve stopped reacting with surprise or excitement visibly	0
My partner says I don’t smile like I used to	0
I notice in photos that my face looks the same in every shot.	0
I don’t nod or show much reaction when people talk to me	0
Even when I feel amused, my mouth doesn’t move	0
I used to be animated, now I just look flat	0
My grandchildren joke that I’m always poker-faced.	0
People can’t tell when I’m happy anymore.	0
I watch the sunset but my face doesn’t show how much I love it.	0
I don’t smile for the camera like I once did	0
Friends say I seem distant because I don’t react much	0
Even when I hear a joke, I don’t laugh out loud.	0
I feel emotions inside, but my face stays still.	0
I just sit in my room until my mom tells me what to do.	0
I don’t start my homework unless the teacher reminds me twice	0
Even when I want to draw, I can’t seem to pick up the crayons.	0
I stand on the edge of the playground instead of starting a game.	0
I wait for my friends to come to me instead of asking them to play	0
My toys just sit there until someone hands them to me.	0
I think about doing things but never actually begin	0
I wait until the last minute to start assignments	0
Even texting someone back feels like too much effort to begin	0
I keep putting off studying until it’s too late	0
I don’t start conversations with my friends anymore.	0
I lie in bed thinking about going for a run but never get up	0
I avoid starting chores until my parents ask	0
I tell myself I’ll do it later, but later never comes	0
I sit on the couch for hours before making dinner.	0
I keep meaning to call people, but I never pick up the phone.	0
I don’t start tasks at work until I’m directly asked	0
Even showering feels like something I have to work up to	0
I think about exercising but can’t bring myself to begin.	0
I wait for others to make the first move in any plan.	0
My to-do list keeps growing because I can’t start anything	0
I keep staring at the laundry instead of doing it	0
I think about gardening, but I don’t open the door	0
I wait for visitors to suggest activities instead of offering ideas.	0
I sit with my tea for an hour before starting breakfast	0
I don’t get dressed until someone calls to check in.	0
I put off sorting my mail for days.	0
I wait for my neighbor to invite me for a walk instead of asking them	0
I often stay in my chair even when I want to get up	0
It takes me a long time to write one sentence in my notebook	0
I can’t cut paper as fast as the other kids in art class	0
I keep dropping my Lego pieces because my fingers move too slowly.	0
Coloring inside the lines takes forever now	0
I have to think about every letter before I write it.	0
I can’t keep up with the class when we copy from the board	0
Tying my shoelaces feels like it takes all morning.	0
My hands get tired just holding a pencil.	0
It takes me twice as long as my friends to type a text.	0
I keep pausing while writing because my hand cramps quickly.	0
I can’t keep up with note-taking in class anymore.	0
Buttoning my shirt in the morning feels like a big job	0
I move the chess pieces so slowly that everyone gets impatient	0
I write so slowly that my handwriting gets messier	0
I avoid crafts because it’s too hard to keep my hands moving.	0
I type emails much slower than I used to	0
Peeling vegetables takes me ages now	0
I take forever to fasten jewelry clasps.	0
I fumble with my keys when unlocking the door.	0
I can’t fill out forms quickly because my handwriting is slow	0
I keep pausing to rest my hand when signing documents.	0
Sewing takes me much longer than before	0
I tap on my phone screen slowly, one careful touch at a time	0
I take a long time to dial numbers on the phone	0
I knit more slowly than I used to	0
I need extra time to open jars and bottles	0
I can’t keep up when writing birthday cards.	0
I struggle to use small buttons on the remote control	0
I move my hands carefully when pouring tea so I don’t spill.	0
I shuffle playing cards much slower than before	0
I can’t sit still in class, even when I want to listen.	0
My legs keep bouncing when I’m doing homework	0
I get up and down from my chair over and over without a reason	0
I keep walking around my room instead of reading my book	0
I tap my pencil so much the teacher tells me to stop.	0
I pace the hallway while waiting for my turn in a game	0
I wriggle in my seat at dinner even if I’m not uncomfortable	0
I keep shaking my leg during class without noticing	0
When I try to relax, I end up pacing my room	0
I walk around the kitchen waiting for the kettle to boil.	0
I can’t sit through a movie without moving in my seat.	0
I keep clicking my pen in class until it annoys people.	0
Even when I’m tired, I get up and wander around	0
I scroll on my phone while pacing the living room	0
I tap my fingers on the desk constantly during meetings	0
I pace back and forth while talking on the phone.	0
I get up from my chair for no reason during conversations	0
I can’t stay seated through a full meal.	0
I keep drumming my hands on the steering wheel at traffic lights.	0
When I’m waiting for someone, I walk in circles	0
I shake my foot under the table at restaurants.	0
Even in bed, I keep shifting position every few minutes	0
I keep getting up from the couch and sitting down again	0
I pace the hall while waiting for the kettle to boil.	0
I tap my cane on the floor without realizing it.	0
I rock slightly in my chair when talking to people.	0
I get up to check the window repeatedly	0
I wander around the garden without a purpose	0
I keep moving my hands when I should be resting.	0
I keep twisting my fingers together during reading time	0
I pull at my sleeves when I’m sitting in class	0
I keep spinning my pencil around in my hands	0
When I’m waiting to be called on, I rub my hands together.	0
I roll my eraser between my palms until it breaks.	0
I keep picking at my fingernails during homework.	0
My hands won’t stay still during assembly.	0
I twist the straps of my backpack over and over.	0
I twirl my hair around my fingers constantly.	0
I tap my knuckles on my desk without thinking	0
I keep rubbing the edges of my sleeves	0
When I’m nervous, I crack my knuckles repeatedly.	0
I spin my phone in my hands during conversations	0
I keep folding and unfolding a piece of paper	0
I rub my hands together so much they get warm.	0
I twist my wedding ring around my finger during meetings.	0
I keep rubbing my palms against my thighs	0
I fiddle with my watch strap all day	0
I click the lid of my pen over and over.	0
I run my fingers along the edge of the table without realizing	0
I roll a paperclip in my hand during phone calls.	0
I rub my fingertips together while thinking	0
I fold napkins into small shapes when waiting for food	0
I keep twisting my handkerchief during conversations	0
I rub my hands together while sitting in my chair	0
I fiddle with the buttons on my sweater.	0
I keep rolling my glasses case between my hands	0
I twist my fingers together when watching TV	0
I smooth the fabric on my lap over and over	0
I rub my palms on the arms of my chair without noticing	0
I stomp my feet when I have to wait too long	0
I throw my pencil down if I can’t solve a problem quickly	0
I slam my book shut when I get frustrated	0
I huff and cross my arms when the teacher changes the rules	0
I kick the chair leg when I’m annoyed in class	0
I snatch toys out of my friend’s hands when I’m impatient.	0
I bang my desk with my fist when I get upset	0
I push the game pieces too hard when I lose	0
I slam my locker door shut when I’m irritated	0
I snap my pen closed harder than I need to.	0
I toss my phone onto the bed when a text annoys me.	0
I shove my chair back too hard when I stand up	0
I slam cupboard doors when I can’t find something	0
I kick the bottom of my desk during arguments in class	0
I roll my eyes and jerk my head when I’m annoyed.	0
I slam the car door when I’m frustrated at work	0
I snap the lid on containers harder than necessary	0
I shove papers into my bag when I’m in a bad mood.	0
I push my chair in roughly when I get up	0
I tap my foot loudly when people talk too slowly	0
I jerk my head away when I don’t want to hear something	0
I slam the fridge door when I can’t decide what to eat	0
I snap my laptop shut when I’ve had enough.	0
I shove the newspaper aside when an article bothers me.	0
I drop my knitting needles onto the table when I’m frustrated.	0
I slam my teacup down harder than I should	0
I push the remote onto the couch when I can’t find the channel.	0
I tap my walking stick sharply on the floor when impatient	0
I flick the light switch off with more force than needed	0
I close my book abruptly when I lose interest.	0
I talk so fast my teacher tells me to slow down.	0
When I’m telling a story, my words trip over each other	0
I speak so quickly my friends ask me to repeat myself	0
I rush through my show-and-tell without taking a breath	0
My parents say I sound like I’m racing my own voice.	0
I blurt out answers before the question is finished	0
I talk so fast during games that people can’t keep up	0
I feel like if I stop talking, I’ll forget what I wanted to say	0
My friends joke that I’m on fast-forward when I tell a story.	0
I talk so quickly that my sentences blend together	0
When I’m nervous, I speak even faster	0
I rush through my ideas before anyone can interrupt me.	0
People ask me to slow down on the phone	0
I speak so fast I sometimes skip words	0
I notice my voice speeding up when I’m excited or stressed	0
In meetings, I get my points out as quickly as possible	0
I talk fast so no one can cut me off.	0
I feel like my mouth can’t keep up with my thoughts.	0
I rush through phone calls to get them over with	0
My colleagues say I sound out of breath when I present	0
I speak so quickly in arguments that I can’t remember what I said.	0
I talk faster when I’m anxious, and I can’t stop	0
I sometimes realize I’ve been rambling at top speed.	0
I tell stories so quickly my grandchildren can’t follow	0
I feel like I have to get my words out before I lose them	0
I rush my sentences even when there’s no hurry	0
My friends say I talk like I’m chasing a bus.	0
I speak quickly so people won’t interrupt me.	0
I hurry through my thoughts before I forget them	0
I notice I talk faster than the people around me	0
No matter how much time passes, I still wake up haunted, and I don’t see the point in trying anymore	6
It’s like the damage was done years ago, and now I’m just waiting for the end	6
I don’t want to die, but I can’t imagine a life where I ever feel safe again	6
The world feels permanently grey, and I can’t remember what hope ever felt like.	6
After what happened to me, I stopped believing things could ever get better.	6
Every time I try to heal, the memories pull me back, and I just want it to stop.	6
They say it gets better, but I’ve been waiting for that day for so long I’ve stopped believing it exists	6
There’s no future for someone like me—just more pain I can’t outrun	6
I don’t see a version of me that isn’t broken.	6
I learned how to survive trauma, but I never learned how to live.	6
Even on the good days, there’s a voice inside me asking why I’m still here	6
What they did to me stole everything, including my will to keep going	6
I don’t feel sad—I feel empty, like I was hollowed out and left behind	6
Every time I try to move forward, the past drags me down like an anchor.	6
If healing means carrying this forever, I’d rather not be here	6
I feel invisible, like my suffering never mattered—and maybe I don’t either.	6
Hope died the day I realized no one was coming to save me.	6
I’m so tired of fighting battles that started when I was a child	6
I’ve done everything I was told would help, and I still want it all to end	6
The pain is stuck inside me, and the only way out I can see is dying	6
Sometimes I wonder if the trauma rewired me so badly that I can’t function anymore	6
I can’t build a future when my past keeps tearing it down	6
I’ve lived with this pain for so long that death feels like the only relief.	6
They said I was strong for surviving, but no one sees how close I am to giving up	6
I’ve run out of explanations for why I feel this way—I just know I want it over	6
I’m tired of pretending that life is worth living when it just keeps hurting	6
Some nights I close my eyes hoping I won’t wake up	6
I’ve stopped asking for help because I’ve stopped expecting it to work	6
What happened to me taught me not to trust, and now I don’t even trust myself to stay alive	6
I don’t want to carry this anymore—my trauma, my pain, my life.	6
The people who were supposed to protect me were the ones who broke me the most	6
I grew up learning that love comes with pain, and now I don’t believe in either.	6
When your childhood is a war zone, suicide feels like a truce	6
I was punished for crying, so I stopped—and now the silence is killing me.	6
don’t want to live in a world that let them hurt me and called it discipline	6
My scars started at home, and now they’re the only part of me that feels honest.	6
Every time I think about dying, I wonder if they’d even notice I’m gone	6
I never felt safe as a child, and I’ve been trying to escape that feeling ever since	6
They told me I was a burden, and now I believe them	6
Being hit was easier than being ignored—at least pain meant I existed.	6
I didn’t grow up; I survived—and I’m too tired to keep surviving	6
They said they loved me, then broke me again—until I started thinking death might be love too	6
If home was where the hurt started, maybe disappearing is the only way to end it.	6
When love looks like fear, how do you learn to trust anyone again—including yourself?	6
They always said I was the problem, so I started believing the world would be better without me	6
Even now, their voices echo in my head telling me I’ll never be enough	6
I’m still trying to unlearn the belief that pain is what I deserve	6
I thought if I was perfect, they’d stop hurting me—but I’ve never stopped feeling broken.	6
They left bruises on my body and deeper ones on my mind	6
Sometimes I think dying is the only way to prove I wasn’t lying about how much it hurt	6
I never had a childhood—just years of hiding, flinching, and waiting for it to end.	6
I was taught that silence keeps you safe, and now it’s silencing me forever	6
The abuse didn’t end when I moved out—it lives inside me, every single day	6
I started thinking about suicide before I even knew the word for it	6
I wasn’t raised—I was damaged, and now I don’t know how to repair what they did	6
They taught me that love is pain, and now I use pain to feel loved	6
I kept wishing someone would see the pain, but no one ever opened the door.	6
I carry their anger in my bones and their shame in my skin.	6
I don’t know if I want to die—or if I just want to stop feeling like this child who was never wanted	6
Sometimes I think the only way to heal is to leave this life behind completely	6
Every cruel word they said at school still echoes louder than anything kind I've ever heard.	6
They laughed at my pain until I stopped showing it—and started cutting instead	6
I dreaded school not because of homework, but because I didn’t know if I could survive the hallway	6
They made me feel like a joke, and now I don’t even feel like a person	6
The bullying didn’t stop when I left the classroom—it followed me home through my phone	6
I started to believe them when they said I was better off dead	6
When everyone turns their back on you, self-harm becomes your only witness.	6
They didn’t just bully me—they erased me.	6
I go to university to disappear in the crowd, not to learn	6
The bruises faded, but the humiliation still eats me alive.	6
They mocked everything about me until I hated every part of myself.	6
I smile in class, but in the bathroom stall I fall apart	6
Each shove, each slur, each whisper behind my back built the case for why I shouldn't be alive	6
They called me weak, but they had no idea how strong I had to be just to keep showing up	6
I scroll through old messages and wonder how I didn’t break sooner	6
They laughed when I cried, so I stopped crying—and started cutting	6
At school I was invisible unless they wanted someone to hurt.	6
They spread lies and I couldn’t defend myself—I barely knew who I was anymore.	6
I kept telling adults what was happening, but no one ever really listened.	6
By the time I got to university, I had already internalized the idea that I didn’t belong anywhere.	6
Being different made me a target—and eventually made me want to disappear	6
No one saw the pain behind the jokes they made at my expense	6
The cafeteria was a battlefield, and I was always outnumbered.	6
The bullying didn't kill me—but it planted the idea that death might be easier	6
They called me names every day until I started whispering them to myself.	6
The group chats, the glances, the laughter—it all made me want to fade out of existence.	6
I wanted someone to notice I was falling apart, but all they noticed was my silence	6
I hurt myself because it was the only pain I could control.	6
They said it was just teasing—but I still have scars to prove it wasn’t.	6
I go through every day pretending I’m fine while carrying the weight of every cruel thing they ever said	6
They said I was disgusting for loving who I loved, and after a while, I started to agree	6
I learned to flinch at my own reflection because they made my identity feel like a punchline	6
The closet didn’t protect me—it just trapped me with my pain.	6
They turned my gender into a slur, and now I struggle to say it out loud.	6
Each time someone said ‘that’s so gay’ as an insult, I sank deeper into silence.	6
Coming out cost me friends, safety, and the will to keep going	6
I cut myself not because I’m weak, but because being myself felt like a fight I couldn’t win	6
I kept waiting for school to feel like a safe place—but being queer made me a target before I even spoke.	6
They laughed at my clothes, my voice, my name—and now I avoid mirrors entirely.	6
Every time I heard the word ‘freak,’ I thought maybe I shouldn’t exist.	6
Being out at university didn’t mean being safe—it just meant being visible to people who hated me.	6
They told me to kill myself in the hallway, and no teacher said a word.	6
When even your family says you’re wrong for who you are, death starts sounding like mercy	6
I hurt myself to remind myself that I’m real, even if no one wants to see me	6
I pretended to be straight until the act broke me	6
They used my pronouns as a joke until I stopped correcting them and started hating myself.	6
I asked for help and got told I was ‘just confused’—as if that made the pain disappear	6
Being queer wasn’t the problem—it was being queer in a world that wanted me to hate it	6
I tried so hard to fit in that I almost erased myself entirely	6
When your identity becomes ammunition for bullying, you stop believing you deserve to exist	6
\I wasn’t depressed because I was queer—I was depressed because of how people treated me for it.	6
They stripped me of my dignity and called it ‘just teasing’—but I still carry the scars	6
Every snicker in the locker room was a reminder that I was unsafe, even in my own body	6
At school, I learned to shrink; at home, I learned to disappear.	6
I used to pray I’d wake up straight—now I just pray I wake up at all	6
They turned my identity into a curse, and I started to believe the only cure was death.	6
When I reached out to a counselor, they told me to tone it down—like my life was too loud to matter.	6
I stay silent in classrooms so no one can find another reason to hate me	6
Being queer felt like a death sentence long before I ever wanted to die.	6
I dream of a life where being myself isn’t a source of pain—but some days, I just dream of not waking up	6
I’ve already written the note—I’m just deciding when to follow through	6
If I go back to that house, I will not survive the night.	6
The things they did to me still make me want to end my life, even years later.	6
Every time I remember what happened, I self-harm just to feel in control again.	6
I've already tried to die once, and I’m thinking more seriously about trying again	6
If disappearing permanently is the only way to make the pain stop, then so be it.	6
I dream about dying more than I dream about living	6
The urge to hurt myself is constant, and I don’t know how much longer I can resist it.	6
They broke me when I was too young to understand, and now all I understand is wanting to die	6
When I look at the pills, I don’t see medication—I see an exit.	6
The more I try to survive, the more I want to stop trying	6
The trauma is louder than my heartbeat, and I’m tired of listening to it.	6
I’ve planned my suicide in detail—I’m just waiting for the moment I no longer care	6
The blade is the only thing that makes me feel less dead inside	6
I’ve rehearsed what I’ll say in my goodbye video.	6
I’ve given away things I care about—I don’t expect to be here much longer	6
The pain is permanent, so maybe my solution should be too.	6
I harmed myself worse this time—it’s escalating, and I’m scared of what comes next.	6
Every day I don’t act on my suicidal thoughts feels like borrowed time.	6
I don’t think I’ll make it through the next breakdown alive	6
I wake up every morning disappointed that I’m still here	6
They pushed me so far I’ve started planning how to end it.	6
Every day I step into school, I feel closer to killing myself.	6
If one more person mocks me, I swear I won’t survive it.	6
The humiliation has built up for years—death feels like my only escape	6
I’ve started cutting deeper, and I don’t even care if I go too far	6
I've looked up how to do it quietly, efficiently, without anyone stopping me.	6
The bullying hasn’t just hurt me—it’s made me believe I deserve to die.	6
I cried out for help so many times that I gave up and made a plan instead	6
The schoolyard became my graveyard the day I stopped fighting the urge to die.	6
My suicide is not a question of ‘if,’ just ‘when.’	6
No one took it seriously when I said I wanted to die—but I wasn’t joking.	6
